"year","hour","solar","solardiff","temp","rh","windspeed","precip","doy"
2006,15,625.721008300781,286.629608154297,2.59792470932007,0.489796191453934,5.73551464080811,0,305
2006,16,625.721008300781,286.629608154297,2.59792470932007,0.489796191453934,5.73551464080811,0,305
2006,17,625.721008300781,286.629608154297,2.59792470932007,0.489796191453934,5.73551464080811,0,305
2006,18,702.56591796875,473.818359375,6.61339712142944,0.347332894802094,6.0006628036499,0,305
2006,19,702.56591796875,473.818359375,6.61339712142944,0.347332894802094,6.0006628036499,0,305
2006,20,702.56591796875,473.818359375,6.61339712142944,0.347332894802094,6.0006628036499,0,305
2006,21,117.47013092041,295.341552734375,8.70290565490723,0.323059141635895,6.50119352340698,1.00041906989645e-05,305
2006,22,117.47013092041,295.341552734375,8.70290565490723,0.323059141635895,6.50119352340698,1.00041906989645e-05,305
2006,23,117.47013092041,295.341552734375,8.70290565490723,0.323059141635895,6.50119352340698,1.00041906989645e-05,305
2006,0,0,0,5.84844350814819,0.41668227314949,5.60347414016724,7.40542736821226e-06,306
2006,1,0,0,5.84844350814819,0.41668227314949,5.60347414016724,7.40542736821226e-06,306
2006,2,0,0,5.84844350814819,0.41668227314949,5.60347414016724,7.40542736821226e-06,306
2006,3,0,0,0.544152855873108,0.601839601993561,6.36174821853638,0,306
2006,4,0,0,0.544152855873108,0.601839601993561,6.36174821853638,0,306
2006,5,0,0,0.544152855873108,0.601839601993561,6.36174821853638,0,306
2006,6,0,0,0.670037865638733,0.533082842826843,5.99787855148315,0,306
2006,7,0,0,0.670037865638733,0.533082842826843,5.99787855148315,0,306
2006,8,0,0,0.670037865638733,0.533082842826843,5.99787855148315,0,306
2006,9,0,0,-0.406530767679214,0.563392639160156,6.33883857727051,0,306
2006,10,0,0,-0.406530767679214,0.563392639160156,6.33883857727051,0,306
2006,11,0,0,-0.406530767679214,0.563392639160156,6.33883857727051,0,306
2006,12,8.63355426016409e-22,1.83193421363831,-0.741766333580017,0.551019370555878,6.87593221664429,0,306
2006,13,8.63355426016409e-22,1.83193421363831,-0.741766333580017,0.551019370555878,6.87593221664429,0,306
2006,14,8.63355426016409e-22,1.83193421363831,-0.741766333580017,0.551019370555878,6.87593221664429,0,306
2006,15,672.313903808594,247.407608032227,1.18004763126373,0.461053103208542,10.2528600692749,0,306
2006,16,672.313903808594,247.407608032227,1.18004763126373,0.461053103208542,10.2528600692749,0,306
2006,17,672.313903808594,247.407608032227,1.18004763126373,0.461053103208542,10.2528600692749,0,306
2006,18,982.664978027344,274.832672119141,5.39565420150757,0.336201697587967,12.5978050231934,0,306
2006,19,982.664978027344,274.832672119141,5.39565420150757,0.336201697587967,12.5978050231934,0,306
2006,20,982.664978027344,274.832672119141,5.39565420150757,0.336201697587967,12.5978050231934,0,306
2006,21,288.919921875,193.747360229492,6.68328237533569,0.282892137765884,11.8747520446777,0,306
2006,22,288.919921875,193.747360229492,6.68328237533569,0.282892137765884,11.8747520446777,0,306
2006,23,288.919921875,193.747360229492,6.68328237533569,0.282892137765884,11.8747520446777,0,306
2006,0,0,0,3.80452871322632,0.361288964748383,5.67028379440308,0,307
2006,1,0,0,3.80452871322632,0.361288964748383,5.67028379440308,0,307
2006,2,0,0,3.80452871322632,0.361288964748383,5.67028379440308,0,307
2006,3,0,0,-2.57315683364868,0.604260683059692,4.14406967163086,0,307
2006,4,0,0,-2.57315683364868,0.604260683059692,4.14406967163086,0,307
2006,5,0,0,-2.57315683364868,0.604260683059692,4.14406967163086,0,307
2006,6,0,0,-4.96988534927368,0.65973311662674,1.82353150844574,0,307
2006,7,0,0,-4.96988534927368,0.65973311662674,1.82353150844574,0,307
2006,8,0,0,-4.96988534927368,0.65973311662674,1.82353150844574,0,307
2006,9,0,0,-5.73020029067993,0.678612530231476,1.93029463291168,0,307
2006,10,0,0,-5.73020029067993,0.678612530231476,1.93029463291168,0,307
2006,11,0,0,-5.73020029067993,0.678612530231476,1.93029463291168,0,307
2006,12,0,0.967148423194885,-5.65076303482056,0.70483934879303,3.8518807888031,0,307
2006,13,0,0.967148423194885,-5.65076303482056,0.70483934879303,3.8518807888031,0,307
2006,14,0,0.967148423194885,-5.65076303482056,0.70483934879303,3.8518807888031,0,307
2006,15,660.197448730469,247.442230224609,-1.01557004451752,0.558516681194305,4.26113414764404,0,307
2006,16,660.197448730469,247.442230224609,-1.01557004451752,0.558516681194305,4.26113414764404,0,307
2006,17,660.197448730469,247.442230224609,-1.01557004451752,0.558516681194305,4.26113414764404,0,307
2006,18,969.2275390625,275.19677734375,4.52056264877319,0.366322755813599,4.39764308929443,0,307
2006,19,969.2275390625,275.19677734375,4.52056264877319,0.366322755813599,4.39764308929443,0,307
2006,20,969.2275390625,275.19677734375,4.52056264877319,0.366322755813599,4.39764308929443,0,307
2006,21,279.246948242188,192.448043823242,7.74459218978882,0.342633813619614,3.83643531799316,0,307
2006,22,279.246948242188,192.448043823242,7.74459218978882,0.342633813619614,3.83643531799316,0,307
2006,23,279.246948242188,192.448043823242,7.74459218978882,0.342633813619614,3.83643531799316,0,307
2006,0,0,0,5.07384634017944,0.467106282711029,1.93317127227783,0,308
2006,1,0,0,5.07384634017944,0.467106282711029,1.93317127227783,0,308
2006,2,0,0,5.07384634017944,0.467106282711029,1.93317127227783,0,308
2006,3,0,0,1.64736330509186,0.640538275241852,5.69074392318726,0,308
2006,4,0,0,1.64736330509186,0.640538275241852,5.69074392318726,0,308
2006,5,0,0,1.64736330509186,0.640538275241852,5.69074392318726,0,308
2006,6,0,0,2.36086416244507,0.629194617271423,6.12618446350098,0,308
2006,7,0,0,2.36086416244507,0.629194617271423,6.12618446350098,0,308
2006,8,0,0,2.36086416244507,0.629194617271423,6.12618446350098,0,308
2006,9,0,0,2.18889760971069,0.648659944534302,6.0126895904541,0,308
2006,10,0,0,2.18889760971069,0.648659944534302,6.0126895904541,0,308
2006,11,0,0,2.18889760971069,0.648659944534302,6.0126895904541,0,308
2006,12,0,0,3.41198110580444,0.558751046657562,5.89231872558594,0,308
2006,13,0,0,3.41198110580444,0.558751046657562,5.89231872558594,0,308
2006,14,0,0,3.41198110580444,0.558751046657562,5.89231872558594,0,308
2006,15,283.243896484375,469.416595458984,5.31249380111694,0.537437379360199,7.03765630722046,0,308
2006,16,283.243896484375,469.416595458984,5.31249380111694,0.537437379360199,7.03765630722046,0,308
2006,17,283.243896484375,469.416595458984,5.31249380111694,0.537437379360199,7.03765630722046,0,308
2006,18,447.804321289062,603.981506347656,9.7039737701416,0.404668480157852,8.27992916107178,0,308
2006,19,447.804321289062,603.981506347656,9.7039737701416,0.404668480157852,8.27992916107178,0,308
2006,20,447.804321289062,603.981506347656,9.7039737701416,0.404668480157852,8.27992916107178,0,308
2006,21,1.04900586605072,254.300323486328,12.4690799713135,0.325442045927048,8.39914417266846,0,308
2006,22,1.04900586605072,254.300323486328,12.4690799713135,0.325442045927048,8.39914417266846,0,308
2006,23,1.04900586605072,254.300323486328,12.4690799713135,0.325442045927048,8.39914417266846,0,308
2006,0,0,0,11.2481327056885,0.385411113500595,5.97846269607544,0,309
2006,1,0,0,11.2481327056885,0.385411113500595,5.97846269607544,0,309
2006,2,0,0,11.2481327056885,0.385411113500595,5.97846269607544,0,309
2006,3,0,0,8.3803653717041,0.480789035558701,5.88385391235352,0,309
2006,4,0,0,8.3803653717041,0.480789035558701,5.88385391235352,0,309
2006,5,0,0,8.3803653717041,0.480789035558701,5.88385391235352,0,309
2006,6,0,0,6.43541860580444,0.551654577255249,5.68014860153198,0,309
2006,7,0,0,6.43541860580444,0.551654577255249,5.68014860153198,0,309
2006,8,0,0,6.43541860580444,0.551654577255249,5.68014860153198,0,309
2006,9,0,0,5.71938467025757,0.660351753234863,5.51863193511963,0,309
2006,10,0,0,5.71938467025757,0.660351753234863,5.51863193511963,0,309
2006,11,0,0,5.71938467025757,0.660351753234863,5.51863193511963,0,309
2006,12,0,0,4.43499135971069,0.798355400562286,4.77460050582886,0,309
2006,13,0,0,4.43499135971069,0.798355400562286,4.77460050582886,0,309
2006,14,0,0,4.43499135971069,0.798355400562286,4.77460050582886,0,309
2006,15,18.1577911376953,501.530639648438,8.08428382873535,0.898347139358521,6.35843849182129,0,309
